Mass,MolecularFormula,KEGG_id,KEGG_name,KEGG_formula,KEGG_pathway,KEGG_module,KEGG_brite,KEGG_enzyme,KEGG_reaction
281.139466,C15H22O5,cpd:C09538,Qing Hau Sau;Artemisinin,C15H22O5,NA,NA,"Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0103 C15 isoprenoids (sesquiterpenes);    PR010319 Eudesmane sesquiterpenoids;     C09538  Artemisinin;Phytochemical compounds [BR:br08003]; Terpenoids;  Sesquiterpenoids (C15);   Others;    C09538  Artemisinin;Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; P ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS;  P01 ANTIPROTOZOALS;   P01B ANTIMALARIALS;    P01BE Artemisinin and derivatives, plain;     P01BE01 Artemisinin;      D02481  Artemisinin (INN);Antimicrobials [BR:br08307]; Antiparasitics;  Antmalarials;   Artemisinin and derivatives;    D02481  Artemisinin (INN)",NA,NA
281.139466,C15H22O5,cpd:C15971,Dihydrophaseic acid;(-)-Dihydrophaseic acid,C15H22O5,Carotenoid biosynthesis,NA,Lipids [BR:br08002]; PR  Prenol lipids;  PR01 Isoprenoids;   PR0103 C15 isoprenoids (sesquiterpenes);    PR010305 Cyclofarnesane sesquiterpenoids;     C15971  Dihydrophaseic acid,NA,R07577
281.1758341,C16H26O4,cpd:C16508,12-trans-Hydroxy juvenile hormone III,C16H26O4,Insect hormone biosynthesis,NA,NA,NA,R08155
283.0612636,C16H12O5,cpd:C00814,Biochanin A,C16H12O5,Isoflavonoid biosynthesis;Biosynthesis of phenylpropanoids;Metabolic pathways;Biosynthesis of secondary metabolites,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1205 Isoflavonoids;    C00814  Biochanin A;Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   Isoflavones;    C00814  Biochanin A,1.3.1.46;1.14.14.88;1.14.14.90;2.1.1.46;2.4.1.170,R02931 R02954 R06561 R06795 R07776
283.0612636,C16H12O5,cpd:C01448,Questin,C16H12O5,NA,NA,Phytochemical compounds [BR:br08003]; Polyketides;  Anthraquinones;   Anthraquinone type;    C01448  Questin,1.14.13.43;2.1.1.283,R02417 R10472
283.0612636,C16H12O5,cpd:C01470,"Acacetin;5,7-Dihydroxy-4'-methoxyflavone;4'-Methoxy-5,7-dihydroxyflavone",C16H12O5,Flavone and flavonol biosynthesis,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1211 Flavones and Flavonols;    C01470  Acacetin;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavones;    C01470  Acacetin,2.1.1.75,R03571
283.0612636,C16H12O5,cpd:C01562,Calycosin;3'-Hydroxyformononetin,C16H12O5,Isoflavonoid biosynthesis;Biosynthesis of secondary metabolites,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1205 Isoflavonoids;    C01562  Calycosin;Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   Isoflavones;    C01562  Calycosin,1.14.14.88;1.14.19.63,R03006 R07744 R07745
283.0612636,C16H12O5,cpd:C02920,2'-Hydroxyformononetin;2'-Hydroformononetin,C16H12O5,Isoflavonoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,"Pterocarpan biosynthesis, daidzein => medicarpin",Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   Isoflavones;    C02920  2'-Hydroxyformononetin,1.3.1.45;1.14.14.89;1.14.14.90,R06560 R06562 R07735
283.0612636,C16H12O5,cpd:C10046,Genkwanin;Apigenin 7-methyl ether,C16H12O5,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1211 Flavones and Flavonols;    C10046  Genkwanin;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavones;    C10046  Genkwanin,NA,NA
283.0612636,C16H12O5,cpd:C10047,Geraldone;5-Deoxychrysoeriol,C16H12O5,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1211 Flavones and Flavonols;    C10047  Geraldone;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavones;    C10047  Geraldone,NA,NA
283.0612636,C16H12O5,cpd:C10197,Wogonin;Norwogonin 8-methyl ether,C16H12O5,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1211 Flavones and Flavonols;    C10197  Wogonin;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavones;    C10197  Wogonin,NA,NA
283.0612636,C16H12O5,cpd:C10323,Cypripedin,C16H12O5,NA,NA,NA,NA,NA
283.0612636,C16H12O5,cpd:C10370,"Lucidin omega-methyl ether;2-(Methoxymethyl)-1,3-dihydroxyanthraquinone",C16H12O5,NA,NA,Phytochemical compounds [BR:br08003]; Polyketides;  Anthraquinones;   Anthraquinone type;    C10370  Lucidin omega-methyl ether,NA,NA
283.0612636,C16H12O5,cpd:C10502,(-)-Maackiain;Inermin,C16H12O5,Isoflavonoid biosynthesis,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1207 Pterocarpans;    C10502  (-)-Maackiain;Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   Pterocarpans;    C10502  (-)-Maackiain,2.4.1.170,R07752 R07753 R07756
283.0612636,C16H12O5,cpd:C10504,Melannin,C16H12O5,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1210 Neoflavonoids;    C10504  Melannin;Phytochemical compounds [BR:br08003]; Others;  Others;   Neoflavonoids;    C10504  Melannin,NA,NA
283.0612636,C16H12O5,cpd:C10521,Prunetin,C16H12O5,Isoflavonoid biosynthesis,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1205 Isoflavonoids;    C10521  Prunetin;Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   Isoflavones;    C10521  Prunetin,2.1.1.150,R06794
283.0612636,C16H12O5,cpd:C10536,"Texasin;6,7-Dihydroxy-3-(4-methoxyphenyl)-4-benzopyrone",C16H12O5,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1205 Isoflavonoids;    C10536  Texasin;Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   Isoflavones;    C10536  Texasin,NA,NA
283.0612636,C16H12O5,cpd:C11577,"3-Methylgalangin;5,7-Dihydroxy-3-methoxy-2-phenyl-4H-1-benzopyran-4-one",C16H12O5,NA,NA,Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavonols;    C11577  3-Methylgalangin,NA,NA
283.0612636,C16H12O5,cpd:C14536,"Glycitein;7,4'-Dihydroxy-6-methoxyisoflavone",C16H12O5,Isoflavonoid biosynthesis;Biosynthesis of secondary metabolites,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1205 Isoflavonoids;    C14536  Glycitein;Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   Isoflavones;    C14536  Glycitein,2.4.1.170,R07717 R07718
283.0612636,C16H12O5,cpd:C16229,(+)-Maackiain,C16H12O5,Isoflavonoid biosynthesis;Biosynthesis of secondary metabolites,NA,Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   Pterocarpans;    C16229  (+)-Maackiain,NA,R07748 R07749
283.0612636,C16H12O5,cpd:C17039,Obtusifolin,C16H12O5,NA,NA,Phytochemical compounds [BR:br08003]; Polyketides;  Anthraquinones;   Anthraquinone type;    C17039  Obtusifolin,NA,NA
283.0612636,C16H12O5,cpd:C17045,Physcion;Emodin monomethyl ether;Rheochrysidin;Parienin,C16H12O5,NA,NA,Phytochemical compounds [BR:br08003]; Polyketides;  Anthraquinones;   Anthraquinone type;    C17045  Physcion,NA,NA
283.1914817,C16H28O4,cpd:C16505,(10S)-Juvenile hormone III diol,C16H28O4,Insect hormone biosynthesis,NA,NA,3.1.1.59,R08150 R08153 R08154
283.2278492,C17H32O3,cpd:C13792,2-Methoxy-5Z-hexadecenoic acid;2-Methoxy-5Z-hexadecenoate;(5Z)-2-Methoxyhexadecenoic acid,C17H32O3,NA,NA,Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0108 Methoxy fatty acids;    C13792  (5Z)-2-Methoxyhexadecenoic acid,NA,NA
283.2278492,C17H32O3,cpd:C13946,2-Methoxy-6Z-hexadecenoic acid;2-Methoxy-6Z-hexadecenoate;(6Z)-2-Methoxyhexadecenoic acid,C17H32O3,NA,NA,Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0108 Methoxy fatty acids;    C13946  (6Z)-2-Methoxyhexadecenoic acid,NA,NA
283.2278492,C17H32O3,cpd:C14996,"12-(2,3-Dihydroxycyclopentyl)-2-dodecanone",C17H32O3,NA,NA,NA,NA,NA
283.2642213,C18H36O2,cpd:C01530,Octadecanoic acid;Stearate;Stearic acid,C18H36O2,Fatty acid biosynthesis;Biosynthesis of unsaturated fatty acids;Biosynthesis of plant secondary metabolites;Phototransduction - fly,NA,Compounds with biological roles [BR:br08001]; Lipids;  Fatty acids;   Saturated fatty acids;    C01530  Stearic acid (18:0);Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0101 Straight chain fatty acids;    C01530  Octadecanoic acid;Phytochemical compounds [BR:br08003]; Fatty acids related compounds;  Fatty acids;   Saturated fatty acids;    C01530  Stearic acid;Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   Stearic acid;    D00119  Stearic acid (JP18/NF);Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00119  Stearic acid,3.1.2.2;3.1.2.14;6.2.1.57,R08163 R08174 R12393 R12395
283.2642213,C18H36O2,cpd:C20356,Isooctadecanoic acid;Isostearic acid,C18H36O2,NA,NA,NA,NA,NA
285.0403986,C15H10O6,cpd:C01514,"Luteolin;3',4',5,7-Tetrahydroxyflavone;5,7,3',4'-Tetrahydroxyflavone",C15H10O6,Flavonoid biosynthesis;Flavone and flavonol biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1211 Flavones and Flavonols;    C01514  Luteolin;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavones;    C01514  Luteolin,1.14.14.81;1.14.14.82;1.14.19.76;1.14.20.5;2.1.1.42;2.4.1.81;2.4.1.189,R03587 R03588 R03589 R03590 R06537 R10260 R12279
285.0403986,C15H10O6,cpd:C05903,"Kaempferol;3,4',5,7-Tetrahydroxyflavone;3,5,7-Trihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one;5,7,4'-Trihydroxyflavonol;C.I. 75640;Indigo yellow;Kaempherol;Kempferol;Nimbecetin;Pelargidenolon;Populnetin;Rhamnolutein;Rhamnolutin;Robigenin;Swartziol;Trifolitin",C15H10O6,Flavonoid biosynthesis;Flavone and flavonol biosynthesis;Biosynthesis of phenylpropanoids;Metabolic pathways;Biosynthesis of secondary metabolites,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1211 Flavones and Flavonols;    C05903  Kaempferol;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavonols;    C05903  Kaempferol,1.14.14.81;1.14.14.82;1.14.20.6;2.1.1.76;2.1.1.155;2.4.1.91;2.4.1.234;2.4.1.-;2.4.2.56,R03126 R05035 R06538 R06611 R06807 R06808 R09802 R10609
285.0403986,C15H10O6,cpd:C08576,Aureusidin,C15H10O6,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1213 Aurone flavonoids;    C08576  Aureusidin;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Aurones;    C08576  Aureusidin,1.21.3.6,R07224 R07225 R08011
285.0403986,C15H10O6,cpd:C08720,Maritimetin,C15H10O6,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1213 Aurone flavonoids;    C08720  Maritimetin;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Aurones;    C08720  Maritimetin,NA,NA
285.0403986,C15H10O6,cpd:C10036,"Datiscetin;3,5,7,2'-Tetrahydroxyflavone",C15H10O6,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1211 Flavones and Flavonols;    C10036  Datiscetin;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavonols;    C10036  Datiscetin,NA,NA
285.0403986,C15H10O6,cpd:C10041,"Fisetin;7,3',4'-Trihydroxyflavonol",C15H10O6,NA,NA,Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavonols;    C10041  Fisetin,NA,NA
285.0403986,C15H10O6,cpd:C10097,Isoscutellarein;8-Hydroxyapigenin,C15H10O6,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1211 Flavones and Flavonols;    C10097  Isoscutellarein;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavones;    C10097  Isoscutellarein,NA,NA
285.0403986,C15H10O6,cpd:C10184,Scutellarein;Isocarthamidin;6-Hydroxyapigenin,C15H10O6,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1214 Flavanones;    C10184  Scutellarein;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavones;    C10184  Scutellarein,NA,NA
285.0403986,C15H10O6,cpd:C10510,Orobol,C15H10O6,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1205 Isoflavonoids;    C10510  Orobol;Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   Isoflavones;    C10510  Orobol,NA,NA
285.0403986,C15H10O6,cpd:C12134,"2'-Hydroxygenistein;2',4',5,7-Tetrahydroxyisoflavone",C15H10O6,Isoflavonoid biosynthesis,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1205 Isoflavonoids;    C12134  2'-Hydroxygenistein;Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   Isoflavones;    C12134  2'-Hydroxygenistein,1.14.14.90,R06607
285.0403986,C15H10O6,cpd:C17786,6-Demethoxycapillarisin,C15H10O6,NA,NA,NA,NA,NA
285.0403986,C15H10O6,cpd:C17810,Citreorosein;omega-Hydroxyemodin,C15H10O6,NA,NA,NA,NA,NA
285.076782,C16H14O5,cpd:C00786,(-)-Vestitone;Vestitone,C16H14O5,Isoflavonoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,"Pterocarpan biosynthesis, daidzein => medicarpin",Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1205 Isoflavonoids;    C00786  (-)-Vestitone;Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   Isoflavanones;    C00786  (-)-Vestitone,1.1.1.348;1.3.1.45,R02915 R06562 R06565 R07737
285.076782,C16H14O5,cpd:C02675,"Dihydrobiochanin A;2,3-Dihydrobiochanin A",C16H14O5,Isoflavonoid biosynthesis,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1205 Isoflavonoids;    C02675  Dihydrobiochanin A;Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   Isoflavanones;    C02675  Dihydrobiochanin A,1.3.1.46,R02954
285.076782,C16H14O5,cpd:C02922,2'-O-Methyllicodione,C16H14O5,NA,NA,NA,2.1.1.65,R03623
285.076782,C16H14O5,cpd:C05334,"Isosakuranetin;4'-Methoxy-5,7-dihydroxyflavonone;4'-Methylnaringenin",C16H14O5,Flavonoid biosynthesis;Biosynthesis of secondary metabolites,NA,"Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1214 Flavanones;    C05334  4'-Methoxy-5,7-dihydroxyflavonone;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavanones;    C05334  Isosakuranetin",2.1.1.231,R12213
285.076782,C16H14O5,cpd:C08844,Moracin A,C16H14O5,NA,NA,Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   2-Arylbenzofurans;    C08844  Moracin A,NA,NA
285.076782,C16H14O5,cpd:C08974,Sainfuran,C16H14O5,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1216 Other Flavonoids;    C08974  Sainfuran;Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   2-Arylbenzofurans;    C08974  Sainfuran,NA,NA
285.076782,C16H14O5,cpd:C09044,Quinquangulin,C16H14O5,NA,NA,Phytochemical compounds [BR:br08003]; Polyketides;  Pyrones;   Naphthopyrones;    C09044  Quinquangulin,NA,NA
285.076782,C16H14O5,cpd:C09282,Oxypeucedanin,C16H14O5,NA,NA,Phytochemical compounds [BR:br08003]; Phenylpropanoids;  Coumarins;   Furanocoumarins;    C09282  Oxypeucedanin,NA,NA
285.076782,C16H14O5,cpd:C09833,Sakuranetin;Naringenin 7-methyl ether;(2S)-Sakuranetin,C16H14O5,Flavonoid biosynthesis;Biosynthesis of secondary metabolites,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1214 Flavanones;    C09833  Sakuranetin;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavanones;    C09833  Sakuranetin,2.1.1.232,R09791
285.076782,C16H14O5,cpd:C09920,Brazilin,C16H14O5,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1210 Neoflavonoids;    C09920  Brazilin,NA,NA
285.076782,C16H14O5,cpd:C09975,"2',4',6'-Trihydroxy-3'-formyldihydrochalcone",C16H14O5,NA,NA,"Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Dihydrochalcones;    C09975  2',4',6'-Trihydroxy-3'-formyldihydrochalcone",NA,NA
285.076782,C16H14O5,cpd:C10274,Phyllodulcin,C16H14O5,NA,NA,Phytochemical compounds [BR:br08003]; Shikimate / acetate-malonate pathway derived compounds;  Stilbenoids;   Miscellaneous stilbenoids;    C10274  Phyllodulcin,NA,NA
285.076782,C16H14O5,cpd:C10508,(-)-Nissolin,C16H14O5,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1207 Pterocarpans;    C10508  (-)-Nissolin;Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   Pterocarpans;    C10508  (-)-Nissolin,NA,NA
285.076782,C16H14O5,cpd:C12434,"(S)-DNPA;4-Dihydro-9-hydroxy-1-methyl-10-oxo-3-H-naphtho[2,3-c]pyran-3-acetic acid",C16H14O5,Biosynthesis of type II polyketide products;Metabolic pathways;Biosynthesis of secondary metabolites,"Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin",NA,4.2.1.-,R06695 R09308
285.076782,C16H14O5,cpd:C16190,"2,7-Dihydroxy-4'-methoxyisoflavanone",C16H14O5,Isoflavonoid biosynthesis,NA,"Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   Isoflavanones;    C16190  2,7-Dihydroxy-4'-methoxyisoflavanone",2.1.1.212;4.2.1.105,R07722 R07723
285.076782,C16H14O5,cpd:C18835,(R)-DNPA,C16H14O5,Biosynthesis of type II polyketide products;Biosynthesis of secondary metabolites,NA,NA,NA,R09311
285.0801953,C13H18O5S,cpd:C18829,Ethofumesate,C13H18O5S,NA,NA,Pesticides [BR:br08007]; Pesticides;  Herbicides;   Others;    C18829  Ethofumesate,NA,NA
285.0979564,C13H18O7,cpd:C01451,Salicin;Salicoside,C13H18O7,Glycolysis / Gluconeogenesis;Biosynthesis of phenylpropanoids;Phosphotransferase system (PTS);Taste transduction,NA,Glycosides [BR:br08021]; O-glycosides;  Phenolic glycosides;   C01451  Salicin,2.4.1.172;2.7.1.-,R03558 R04394
285.0979564,C13H18O7,cpd:C16964,Gastrodin;4-(Hydroxymethyl)phenyl-beta-D-glucopyranoside,C13H18O7,NA,NA,NA,NA,NA
285.0979564,C13H18O7,cpd:C17599,Methylarbutin,C13H18O7,NA,NA,NA,NA,NA
285.2071233,C16H30O4,cpd:C14987,"2,3-Dihydroxycyclopentaneundecanoic acid",C16H30O4,NA,NA,"Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0114 Carbocyclic fatty acids;    C14987  2,3-Dihydroxycyclopentaneundecanoic acid",NA,NA
285.2071233,C16H30O4,cpd:C19615,Hexadecanedioate,C16H30O4,"Cutin, suberine and wax biosynthesis;Metabolic pathways",NA,NA,1.2.-.-,R09457
285.2435555,C17H34O3,cpd:C11849,3-Hydroxy-palmitic acid methyl ester,C17H34O3,Two-component system,NA,NA,NA,NA
285.2435555,C17H34O3,cpd:C13947,2-Methoxyhexadecanoic acid;2-Methoxyhexadecanoate,C17H34O3,NA,NA,Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0108 Methoxy fatty acids;    C13947  2-Methoxyhexadecanoic acid,NA,NA
287.0561209,C15H12O6,cpd:C00974,Dihydrokaempferol;Aromadendrin;(+)-Dihydrokaempferol;(+)-Aromadendrin,C15H12O6,Flavonoid biosynthesis;Biosynthesis of phenylpropanoids;Metabolic pathways;Biosynthesis of secondary metabolites,"Flavonoid biosynthesis, naringenin => pelargonidin",Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Dihyroflavonols;    C00974  Dihydrokaempferol,1.1.1.219;1.14.11.9;1.14.14.81;1.14.14.82;1.14.20.4;1.14.20.6,R02444 R03123 R03124 R03125 R03126 R06540
287.0561209,C15H12O6,cpd:C01378,"Fustin;2,3-Dihydrofisetin",C15H12O6,Flavonoid biosynthesis,NA,Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Dihyroflavonols;    C01378  Fustin,1.1.1.219;1.14.11.9;1.14.14.82,R07997 R07999 R08001 R08032
287.0561209,C15H12O6,cpd:C05631,Eriodictyol,C15H12O6,Flavonoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1214 Flavanones;    C05631  Eriodictyol;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavanones;    C05631  Eriodictyol,1.1.1.234;1.14.11.9;1.14.14.81;1.14.14.82;1.14.19.76;1.14.20.5,R02442 R03590 R03640 R04901 R04902 R07991 R08012 R12279
287.0561209,C15H12O6,cpd:C08724,Okanin,C15H12O6,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1212 Chalcones and dihydrochalcones;    C08724  Okanin;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Chalcones;    C08724  Okanin,NA,NA
287.0561209,C15H12O6,cpd:C09277,Micromelin,C15H12O6,NA,NA,Phytochemical compounds [BR:br08003]; Phenylpropanoids;  Coumarins;   Coumarins;    C09277  Micromelin,NA,NA
287.0561209,C15H12O6,cpd:C10060,"3,5-Dimethoxy-1,6-dihydroxyxanthone",C15H12O6,NA,NA,"Phytochemical compounds [BR:br08003]; Polyketides;  Pyrones;   Xanthenes;    C10060  3,5-Dimethoxy-1,6-dihydroxyxanthone",NA,NA
287.0561209,C15H12O6,cpd:C10064,"Gentiacaulein;2,8-Dihydroxy-1,6-dimethoxyxanthone",C15H12O6,NA,NA,Phytochemical compounds [BR:br08003]; Polyketides;  Pyrones;   Xanthenes;    C10064  Gentiacaulein,NA,NA
287.0561209,C15H12O6,cpd:C10083,"2-O-Methylswertianin;1,8-Dihydroxy-2,6-dimethoxyxanthone",C15H12O6,NA,NA,Phytochemical compounds [BR:br08003]; Polyketides;  Pyrones;   Xanthenes;    C10083  2-O-Methylswertianin,NA,NA
287.0561209,C15H12O6,cpd:C10091,"Swerchirin;5-O-Methylbellidifolin;3,5-Dimethoxy-1,8-dihydroxyxanthone",C15H12O6,NA,NA,Phytochemical compounds [BR:br08003]; Polyketides;  Pyrones;   Xanthenes;    C10091  Swerchirin,NA,NA
287.0561209,C15H12O6,cpd:C10415,(+-)-Dalbergioidin,C15H12O6,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1205 Isoflavonoids;    C10415  (+-)-Dalbergioidin;Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   Isoflavanones;    C10415  (+-)-Dalbergioidin,NA,NA
287.0561209,C15H12O6,cpd:C12631,"2-Hydroxy-2,3-dihydrogenistein;2,4',5,7-Tetrahydroxyisoflavanone",C15H12O6,Isoflavonoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,"Isoflavone biosynthesis, liquiritigenin => daidzein / naringenin => genistein","Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   Isoflavanones;    C12631  2-Hydroxy-2,3-dihydrogenistein",1.14.14.87;4.2.1.105,R06792 R06793 R07778
287.0561209,C15H12O6,cpd:C15525,"Eriodictyol chalcone;2',3,4,4',6'-Pentahydroxychalcone",C15H12O6,Flavonoid biosynthesis;Metabolic pathways,NA,Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Chalcones;    C15525  Eriodictyol chalcone,1.21.3.6;2.3.1.74;2.4.1.286,R07225 R07988 R07991 R08005 R08007 R08031
287.0561209,C15H12O6,cpd:C16233,"2,6,7,4'-Tetrahydroxyisoflavanone",C15H12O6,Isoflavonoid biosynthesis;Biosynthesis of secondary metabolites,NA,"Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   Isoflavanones;    C16233  2,6,7,4'-Tetrahydroxyisoflavanone",1.14.14.87,R07715 R07716
287.0561209,C15H12O6,cpd:C16940,Carthamidin,C15H12O6,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1214 Flavanones;    C16940  Carthamidin,NA,NA
287.0924625,C16H16O5,cpd:C09471,Asebogenin;Phloretin 4'-methyl ether,C16H16O5,NA,NA,Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1212 Chalcones and dihydrochalcones;    C09471  Asebogenin;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Dihydrochalcones;    C09471  Asebogenin,NA,NA
287.0924625,C16H16O5,cpd:C10292,Alkannin,C16H16O5,NA,NA,NA,NA,NA
287.0924625,C16H16O5,cpd:C12435,6-Deoxydihydrokalafungin;DDHK,C16H16O5,Biosynthesis of type II polyketide products;Metabolic pathways;Biosynthesis of secondary metabolites,"Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin",NA,1.14.14.-,R06695 R06696 R09314
287.0924625,C16H16O5,cpd:C16187,"7,2'-Dihydroxy-4'-methoxy-isoflavanol;DMI;(3R,4R)-4'-Methoxyisoflavan-2',4,7-triol",C16H16O5,Isoflavonoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,"Pterocarpan biosynthesis, daidzein => medicarpin","Phytochemical compounds [BR:br08003]; Flavonoids;  Isoflavonoids;   Isoflavanes;    C16187  7,2'-Dihydroxy-4'-methoxy-isoflavanol",1.1.1.348;4.2.1.139,R07737 R07738
287.0924625,C16H16O5,cpd:C17412,Shikonin,C16H16O5,Ubiquinone and other terpenoid-quinone biosynthesis;Biosynthesis of secondary metabolites,NA,Phytochemical compounds [BR:br08003]; Others;  Naphthoquinones;   alpha-Naphthoquinones;    C17412  Shikonin,NA,R09044
